province,Latitude,Longitude,Name_Type
Hunan,27.060321,110.575846,Buddhism
Hunan,27.081133,110.552295,Buddhism
Hunan,27.039424,110.792854,Buddhism
Hunan,27.096728,110.760005,Buddhism
Hunan,27.020848,110.851537,Buddhism
Hunan,26.913231,110.544212,Buddhism
Hunan,27.020686,110.75311,Buddhism
Hunan,26.999962,110.531415,Buddhism
Hunan,27.182243,110.787093,Buddhism
Hunan,27.140629,110.623243,Buddhism
Hunan,27.00592,110.685675,Buddhism
Hunan,26.628044,110.567387,Buddhism
Hunan,26.628044,110.567387,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.691378,110.622781,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.604238,110.739751,Buddhism
Hunan,26.604238,110.739751,Buddhism
Hunan,26.599746,110.735147,Buddhism
Hunan,26.586695,110.743101,Buddhism
Hunan,26.625581,110.673468,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.999322,110.996233,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.877537,110.85318,Buddhism
Hunan,26.751358,110.800453,Buddhism
Hunan,26.708467,110.812139,Buddhism
Hunan,26.644902,110.669147,Buddhism
Hunan,26.892247,110.954684,Buddhism
Hunan,26.976413,110.941254,Buddhism
Hunan,26.724174,110.801038,Buddhism
Hunan,26.617523,110.712113,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.726599,110.631884,Buddhism
Hunan,26.869342,110.736899,Buddhism
Hunan,26.697001,110.666582,Buddhism
Hunan,26.72001,110.58799,Buddhism
Hunan,26.763895,110.567056,Buddhism
Hunan,26.866175,110.646179,Buddhism
Hunan,26.591898,110.775102,Buddhism
Hunan,26.778065,110.556377,Buddhism
Hunan,29.038037,111.412537,Buddhism
Hunan,26.049058,111.956937,Buddhism
Hunan,27.758307,109.67958,Buddhism
Hunan,27.705355,109.697485,Buddhism
Hunan,27.659516,109.676999,Buddhism
Hunan,27.865563,109.802574,Buddhism
Hunan,27.642061,109.57558,Buddhism
Hunan,27.634919,109.535336,Buddhism
Hunan,27.854424,109.807767,Buddhism
Hunan,27.865548,109.802587,Buddhism
Hunan,27.707369,109.598446,Buddhism
Hunan,27.819075,109.702843,Buddhism
Hunan,27.819412,109.634572,Buddhism
Hunan,27.863057,109.654319,Buddhism
Hunan,27.915992,109.71342,Buddhism
Hunan,27.849386,109.812117,Buddhism
Hunan,27.831922,109.822061,Buddhism
Hunan,27.849386,109.812117,Buddhism
Hunan,27.882867,109.81603,Buddhism
Hunan,27.875384,109.811219,Buddhism
Hunan,27.859323,109.855425,Buddhism
Hunan,27.949221,109.925357,Buddhism
Hunan,27.879432,109.940612,Buddhism
Hunan,27.865563,109.802574,Buddhism
Hunan,27.948311,110.06151,Buddhism
Hunan,27.900105,110.012105,Buddhism
Hunan,27.836382,110.0021,Buddhism
Hunan,27.889295,110.043727,Buddhism
Hunan,27.896385,110.040597,Buddhism
Hunan,27.203906,109.833838,Buddhism
Hunan,27.141357,110.028791,Buddhism
Hunan,27.13982,110.020762,Buddhism
Hunan,27.215509,110.400328,Buddhism
Hunan,27.203906,109.833838,Buddhism
Hunan,27.122964,109.9844,Buddhism
Hunan,28.72253,109.635087,Buddhism
Hunan,28.685326,109.302615,Buddhism
Hunan,28.672215,109.297864,Buddhism
Hunan,28.69813,109.660032,Buddhism
Hunan,28.708885,109.65043,Buddhism
Hunan,28.619924,109.342495,Buddhism
Hunan,28.839229,109.644327,Buddhism
Hunan,28.636728,109.410682,Buddhism
Hunan,28.708885,109.65043,Buddhism
Hunan,28.731115,109.523446,Buddhism
Hunan,28.737556,109.673341,Buddhism
Hunan,27.553514,112.931286,Buddhism
Hunan,27.249856,112.732364,Buddhism
